COMPANY,EMPMAINCAT,NATIONALITY,YEAR,MONTH,MM,STRENGTH
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,TRAINEE,INDIAN,2021,FEBRUARY ,02,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,TRAINEE,OMANI,2021,FEBRUARY ,02,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2021,FEBRUARY ,02,745
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2021,FEBRUARY ,02,1657
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2021,FEBRUARY ,02,8
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LIMITED_CONTRACT,OMANI,2021,FEBRUARY ,02,75
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2021,FEBRUARY ,02,330
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2021,FEBRUARY ,02,21
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2021,FEBRUARY ,02,365
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2021,FEBRUARY ,02,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2021,FEBRUARY ,02,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,TRAINEE,INDIAN,2021,FEBRUARY ,02,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,TRAINEE,OMANI,2021,FEBRUARY ,02,5
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2021,FEBRUARY ,02,17
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2021,FEBRUARY ,02,1
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2021,FEBRUARY ,02,6
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2021,FEBRUARY ,02,17
AL RASD CONSTRUCTION SPC,LABOUR,INDIAN,2021,FEBRUARY ,02,24
AL RASD CONSTRUCTION SPC,LIMITED_CONTRACT,OMANI,2021,FEBRUARY ,02,7
AL RASD CONSTRUCTION SPC,OMANI,OMANI,2021,FEBRUARY ,02,10
AL RASD CONSTRUCTION SPC,STAFF,INDIAN,2021,FEBRUARY ,02,14
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2021,FEBRUARY ,02,3
BEYOND TECH LLC,STAFF,INDIAN,2021,FEBRUARY ,02,1
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2021,FEBRUARY ,02,2
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2021,FEBRUARY ,02,14
BOLD POINT CONSTRUCTION,OMANI,OMANI,2021,FEBRUARY ,02,1
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2021,FEBRUARY ,02,2
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2021,FEBRUARY ,02,7
BOLD POINT CONSTRUCTION,STAFF,NEPAL,2021,FEBRUARY ,02,1
CROWN UNITED INTERNATIONAL SPC,LABOUR,BANGLADESH,2021,FEBRUARY ,02,2
CROWN UNITED INTERNATIONAL SPC,LABOUR,INDIAN,2021,FEBRUARY ,02,2
CROWN UNITED INTERNATIONAL SPC,STAFF,INDIAN,2021,FEBRUARY ,02,3
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2021,FEBRUARY ,02,3
INFORMATION TECHNOLOGY SOLUTIONS SPC,LIMITED_CONTRACT,OMANI,2021,FEBRUARY ,02,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,OMANI,OMANI,2021,FEBRUARY ,02,1
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2021,FEBRUARY ,02,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2021,FEBRUARY ,02,19
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2021,FEBRUARY ,02,7
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2021,FEBRUARY ,02,35
INSIGHT ENGINEERING CONSULTANTS,STAFF,IRAQ,2021,FEBRUARY ,02,1
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2021,FEBRUARY ,02,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2021,FEBRUARY ,02,48
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,OMANI,OMANI,2021,FEBRUARY ,02,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2021,FEBRUARY ,02,10
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2021,FEBRUARY ,02,9
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2021,FEBRUARY ,02,4
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2021,FEBRUARY ,02,10
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2021,FEBRUARY ,02,8
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2021,FEBRUARY ,02,18
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2021,FEBRUARY ,02,7
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2021,FEBRUARY ,02,3
THOMAS ALEXANDER,LABOUR,BANGLADESH,2021,FEBRUARY ,02,5
THOMAS ALEXANDER,OMANI,OMANI,2021,FEBRUARY ,02,2
THOMAS ALEXANDER,STAFF,INDIAN,2021,FEBRUARY ,02,6
THOMAS ALEXANDER,STAFF,PHILIPPINE,2021,FEBRUARY ,02,1
TRUFUD TRADING,LABOUR,BANGLADESH,2021,FEBRUARY ,02,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2021,MARCH    ,03,15
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2021,MARCH    ,03,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2021,MARCH    ,03,3
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,NEPAL,2021,MARCH    ,03,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LIMITED_CONTRACT,OMANI,2021,MARCH    ,03,143
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,OMANI,OMANI,2021,MARCH    ,03,23
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,INDIAN,2021,MARCH    ,03,52
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,IRAN,2021,MARCH    ,03,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,IRAQ,2021,MARCH    ,03,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,MALAYSIAN,2021,MARCH    ,03,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,NEPAL,2021,MARCH    ,03,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,PAKISTAN,2021,MARCH    ,03,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,PHILIPPINE,2021,MARCH    ,03,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,SUDANI,2021,MARCH    ,03,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,TRAINEE,INDIAN,2021,MARCH    ,03,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2021,MARCH    ,03,738
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2021,MARCH    ,03,1658
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2021,MARCH    ,03,8
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LIMITED_CONTRACT,OMANI,2021,MARCH    ,03,69
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2021,MARCH    ,03,331
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2021,MARCH    ,03,21
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2021,MARCH    ,03,368
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2021,MARCH    ,03,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2021,MARCH    ,03,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,TRAINEE,INDIAN,2021,MARCH    ,03,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,TRAINEE,OMANI,2021,MARCH    ,03,4
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2021,MARCH    ,03,17
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2021,MARCH    ,03,1
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2021,MARCH    ,03,6
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2021,MARCH    ,03,17
AL RASD CONSTRUCTION SPC,LABOUR,INDIAN,2021,MARCH    ,03,24
AL RASD CONSTRUCTION SPC,LIMITED_CONTRACT,OMANI,2021,MARCH    ,03,7
AL RASD CONSTRUCTION SPC,OMANI,OMANI,2021,MARCH    ,03,10
AL RASD CONSTRUCTION SPC,STAFF,INDIAN,2021,MARCH    ,03,14
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2021,MARCH    ,03,3
BEYOND TECH LLC,STAFF,INDIAN,2021,MARCH    ,03,1
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2021,MARCH    ,03,2
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2021,MARCH    ,03,14
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2021,MARCH    ,03,2
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2021,MARCH    ,03,7
BOLD POINT CONSTRUCTION,STAFF,NEPAL,2021,MARCH    ,03,1
CROWN UNITED INTERNATIONAL SPC,LABOUR,BANGLADESH,2021,MARCH    ,03,2
CROWN UNITED INTERNATIONAL SPC,LABOUR,INDIAN,2021,MARCH    ,03,2
CROWN UNITED INTERNATIONAL SPC,STAFF,INDIAN,2021,MARCH    ,03,3
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2021,MARCH    ,03,3
INFORMATION TECHNOLOGY SOLUTIONS SPC,LIMITED_CONTRACT,OMANI,2021,MARCH    ,03,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,OMANI,OMANI,2021,MARCH    ,03,1
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2021,MARCH    ,03,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2021,MARCH    ,03,20
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2021,MARCH    ,03,7
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2021,MARCH    ,03,41
INSIGHT ENGINEERING CONSULTANTS,STAFF,IRAQ,2021,MARCH    ,03,1
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2021,MARCH    ,03,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2021,MARCH    ,03,48
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,OMANI,OMANI,2021,MARCH    ,03,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2021,MARCH    ,03,9
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2021,MARCH    ,03,9
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2021,MARCH    ,03,4
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2021,MARCH    ,03,10
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2021,MARCH    ,03,8
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2021,MARCH    ,03,18
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2021,MARCH    ,03,7
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2021,MARCH    ,03,3
THOMAS ALEXANDER,LABOUR,BANGLADESH,2021,MARCH    ,03,5
THOMAS ALEXANDER,OMANI,OMANI,2021,MARCH    ,03,2
THOMAS ALEXANDER,STAFF,INDIAN,2021,MARCH    ,03,6
THOMAS ALEXANDER,STAFF,PHILIPPINE,2021,MARCH    ,03,1
TRUFUD TRADING,LABOUR,BANGLADESH,2021,MARCH    ,03,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2021,APRIL    ,04,15
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2021,APRIL    ,04,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2021,APRIL    ,04,3
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,NEPAL,2021,APRIL    ,04,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LIMITED_CONTRACT,OMANI,2021,APRIL    ,04,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,OMANI,OMANI,2021,APRIL    ,04,39
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,INDIAN,2021,APRIL    ,04,59
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,IRAN,2021,APRIL    ,04,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,IRAQ,2021,APRIL    ,04,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,MALAYSIAN,2021,APRIL    ,04,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,NEPAL,2021,APRIL    ,04,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,PAKISTAN,2021,APRIL    ,04,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,PHILIPPINE,2021,APRIL    ,04,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,SUDANI,2021,APRIL    ,04,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,TRAINEE,INDIAN,2021,APRIL    ,04,14
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2021,APRIL    ,04,732
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2021,APRIL    ,04,1639
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2021,APRIL    ,04,8
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LIMITED_CONTRACT,OMANI,2021,APRIL    ,04,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2021,APRIL    ,04,327
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2021,APRIL    ,04,21
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2021,APRIL    ,04,364
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2021,APRIL    ,04,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2021,APRIL    ,04,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,TRAINEE,OMANI,2021,APRIL    ,04,1
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2021,APRIL    ,04,17
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2021,APRIL    ,04,1
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2021,APRIL    ,04,6
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2021,APRIL    ,04,17
AL RASD CONSTRUCTION SPC,LABOUR,INDIAN,2021,APRIL    ,04,24
AL RASD CONSTRUCTION SPC,LIMITED_CONTRACT,OMANI,2021,APRIL    ,04,2
AL RASD CONSTRUCTION SPC,OMANI,OMANI,2021,APRIL    ,04,9
AL RASD CONSTRUCTION SPC,STAFF,INDIAN,2021,APRIL    ,04,13
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2021,APRIL    ,04,3
BEYOND TECH LLC,STAFF,INDIAN,2021,APRIL    ,04,1
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2021,APRIL    ,04,2
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2021,APRIL    ,04,15
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2021,APRIL    ,04,2
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2021,APRIL    ,04,7
BOLD POINT CONSTRUCTION,STAFF,NEPAL,2021,APRIL    ,04,1
CROWN UNITED INTERNATIONAL SPC,LABOUR,BANGLADESH,2021,APRIL    ,04,2
CROWN UNITED INTERNATIONAL SPC,LABOUR,INDIAN,2021,APRIL    ,04,2
CROWN UNITED INTERNATIONAL SPC,STAFF,INDIAN,2021,APRIL    ,04,2
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2021,APRIL    ,04,3
INFORMATION TECHNOLOGY SOLUTIONS SPC,OMANI,OMANI,2021,APRIL    ,04,1
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2021,APRIL    ,04,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2021,APRIL    ,04,19
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2021,APRIL    ,04,7
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2021,APRIL    ,04,41
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2021,APRIL    ,04,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2021,APRIL    ,04,48
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,OMANI,OMANI,2021,APRIL    ,04,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2021,APRIL    ,04,9
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2021,APRIL    ,04,9
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2021,APRIL    ,04,4
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2021,APRIL    ,04,10
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2021,APRIL    ,04,8
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2021,APRIL    ,04,18
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2021,APRIL    ,04,7
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2021,APRIL    ,04,3
THOMAS ALEXANDER,LABOUR,BANGLADESH,2021,APRIL    ,04,5
THOMAS ALEXANDER,OMANI,OMANI,2021,APRIL    ,04,2
THOMAS ALEXANDER,STAFF,INDIAN,2021,APRIL    ,04,6
THOMAS ALEXANDER,STAFF,PHILIPPINE,2021,APRIL    ,04,1
TRUFUD TRADING,LABOUR,BANGLADESH,2021,APRIL    ,04,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2021,MAY      ,05,15
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2021,MAY      ,05,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2021,MAY      ,05,3
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,NEPAL,2021,MAY      ,05,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LIMITED_CONTRACT,OMANI,2021,MAY      ,05,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,OMANI,OMANI,2021,MAY      ,05,45
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,INDIAN,2021,MAY      ,05,56
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,IRAN,2021,MAY      ,05,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,IRAQ,2021,MAY      ,05,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,MALAYSIAN,2021,MAY      ,05,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,NEPAL,2021,MAY      ,05,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,PAKISTAN,2021,MAY      ,05,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,PHILIPPINE,2021,MAY      ,05,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,SUDANI,2021,MAY      ,05,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,TRAINEE,INDIAN,2021,MAY      ,05,14
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2021,MAY      ,05,728
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2021,MAY      ,05,1614
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2021,MAY      ,05,7
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LIMITED_CONTRACT,OMANI,2021,MAY      ,05,5
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2021,MAY      ,05,325
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2021,MAY      ,05,21
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2021,MAY      ,05,360
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2021,MAY      ,05,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2021,MAY      ,05,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SUDANI,2021,MAY      ,05,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,TRAINEE,INDIAN,2021,MAY      ,05,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,TRAINEE,OMANI,2021,MAY      ,05,1
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2021,MAY      ,05,17
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2021,MAY      ,05,1
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2021,MAY      ,05,7
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2021,MAY      ,05,15
AL RASD CONSTRUCTION SPC,LABOUR,INDIAN,2021,MAY      ,05,24
AL RASD CONSTRUCTION SPC,LIMITED_CONTRACT,OMANI,2021,MAY      ,05,1
AL RASD CONSTRUCTION SPC,OMANI,OMANI,2021,MAY      ,05,9
AL RASD CONSTRUCTION SPC,STAFF,INDIAN,2021,MAY      ,05,13
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2021,MAY      ,05,3
BEYOND TECH LLC,STAFF,INDIAN,2021,MAY      ,05,1
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2021,MAY      ,05,2
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2021,MAY      ,05,15
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2021,MAY      ,05,2
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2021,MAY      ,05,7
BOLD POINT CONSTRUCTION,STAFF,NEPAL,2021,MAY      ,05,1
CROWN UNITED INTERNATIONAL SPC,LABOUR,BANGLADESH,2021,MAY      ,05,2
CROWN UNITED INTERNATIONAL SPC,LABOUR,INDIAN,2021,MAY      ,05,2
CROWN UNITED INTERNATIONAL SPC,STAFF,INDIAN,2021,MAY      ,05,3
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2021,MAY      ,05,3
INFORMATION TECHNOLOGY SOLUTIONS SPC,OMANI,OMANI,2021,MAY      ,05,1
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2021,MAY      ,05,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2021,MAY      ,05,19
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2021,MAY      ,05,9
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2021,MAY      ,05,40
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2021,MAY      ,05,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2021,MAY      ,05,48
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,OMANI,OMANI,2021,MAY      ,05,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2021,MAY      ,05,9
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2021,MAY      ,05,9
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2021,MAY      ,05,4
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2021,MAY      ,05,10
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2021,MAY      ,05,8
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2021,MAY      ,05,18
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2021,MAY      ,05,7
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2021,MAY      ,05,3
THOMAS ALEXANDER,LABOUR,BANGLADESH,2021,MAY      ,05,5
THOMAS ALEXANDER,OMANI,OMANI,2021,MAY      ,05,2
THOMAS ALEXANDER,STAFF,INDIAN,2021,MAY      ,05,6
THOMAS ALEXANDER,STAFF,PHILIPPINE,2021,MAY      ,05,1
TRUFUD TRADING,LABOUR,BANGLADESH,2021,MAY      ,05,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2021,JUNE     ,06,15
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2021,JUNE     ,06,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2021,JUNE     ,06,3
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,NEPAL,2021,JUNE     ,06,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,OMANI,OMANI,2021,JUNE     ,06,48
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,INDIAN,2021,JUNE     ,06,57
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,IRAN,2021,JUNE     ,06,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,IRAQ,2021,JUNE     ,06,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,MALAYSIAN,2021,JUNE     ,06,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,NEPAL,2021,JUNE     ,06,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,PAKISTAN,2021,JUNE     ,06,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,PHILIPPINE,2021,JUNE     ,06,5
