COMPANY,EMPMAINCAT,NATIONALITY,YEAR,MONTH,MM,STRENGTH
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2015,JUNE     ,06,22
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2015,JUNE     ,06,740
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2015,JUNE     ,06,13
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,PAKISTAN,2015,JUNE     ,06,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2015,JUNE     ,06,5
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2015,JUNE     ,06,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2015,JUNE     ,06,2
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2015,JUNE     ,06,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2015,JUNE     ,06,2
BEYOND TECH LLC,OMANI,OMANI,2015,JUNE     ,06,1
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2015,JUNE     ,06,1
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2015,JUNE     ,06,8
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2015,JUNE     ,06,1
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2015,JUNE     ,06,3
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2015,JUNE     ,06,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2015,JUNE     ,06,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2015,JUNE     ,06,5
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2015,JUNE     ,06,3
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2015,JUNE     ,06,12
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2015,JUNE     ,06,6
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2015,JUNE     ,06,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2015,JUNE     ,06,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2015,JUNE     ,06,23
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2015,JUNE     ,06,9
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2015,JUNE     ,06,22
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2015,JUNE     ,06,4
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2015,JUNE     ,06,9
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2015,JUNE     ,06,4
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2015,JUNE     ,06,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2015,JULY     ,07,13
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2015,JULY     ,07,2
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2015,JULY     ,07,8
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2015,JULY     ,07,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2015,JULY     ,07,1803
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2015,JULY     ,07,4864
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2015,JULY     ,07,9
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,PAKISTAN,2015,JULY     ,07,4
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2015,JULY     ,07,837
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2015,JULY     ,07,22
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2015,JULY     ,07,754
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2015,JULY     ,07,13
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,PAKISTAN,2015,JULY     ,07,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2015,JULY     ,07,5
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2015,JULY     ,07,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2015,JULY     ,07,2
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2015,JULY     ,07,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2015,JULY     ,07,2
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2015,JULY     ,07,1
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2015,JULY     ,07,8
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2015,JULY     ,07,1
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2015,JULY     ,07,3
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2015,JULY     ,07,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2015,JULY     ,07,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2015,JULY     ,07,5
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2015,JULY     ,07,3
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2015,JULY     ,07,12
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2015,JULY     ,07,6
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2015,JULY     ,07,9
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2015,JULY     ,07,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2015,JULY     ,07,23
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2015,JULY     ,07,9
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2015,JULY     ,07,22
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2015,JULY     ,07,4
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2015,JULY     ,07,9
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2015,JULY     ,07,4
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2015,JULY     ,07,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2015,AUGUST   ,08,15
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2015,AUGUST   ,08,2
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2015,AUGUST   ,08,8
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2015,AUGUST   ,08,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2015,AUGUST   ,08,1985
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2015,AUGUST   ,08,4815
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2015,AUGUST   ,08,9
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,PAKISTAN,2015,AUGUST   ,08,4
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2015,AUGUST   ,08,858
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2015,AUGUST   ,08,23
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2015,AUGUST   ,08,767
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2015,AUGUST   ,08,13
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,PAKISTAN,2015,AUGUST   ,08,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2015,AUGUST   ,08,5
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2015,AUGUST   ,08,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2015,AUGUST   ,08,2
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2015,AUGUST   ,08,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2015,AUGUST   ,08,2
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2015,AUGUST   ,08,1
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2015,AUGUST   ,08,8
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2015,AUGUST   ,08,1
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2015,AUGUST   ,08,3
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2015,AUGUST   ,08,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2015,AUGUST   ,08,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2015,AUGUST   ,08,5
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2015,AUGUST   ,08,3
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2015,AUGUST   ,08,12
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2015,AUGUST   ,08,6
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2015,AUGUST   ,08,9
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2015,AUGUST   ,08,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2015,AUGUST   ,08,23
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2015,AUGUST   ,08,9
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2015,AUGUST   ,08,22
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2015,AUGUST   ,08,5
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2015,AUGUST   ,08,9
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2015,AUGUST   ,08,4
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2015,AUGUST   ,08,1
THOMAS ALEXANDER,STAFF,PHILIPPINE,2015,AUGUST   ,08,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2015,SEPTEMBER,09,15
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2015,SEPTEMBER,09,2
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2015,SEPTEMBER,09,8
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2015,SEPTEMBER,09,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2015,SEPTEMBER,09,2170
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2015,SEPTEMBER,09,4793
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2015,SEPTEMBER,09,9
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,PAKISTAN,2015,SEPTEMBER,09,4
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2015,SEPTEMBER,09,821
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2015,SEPTEMBER,09,29
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2015,SEPTEMBER,09,768
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2015,SEPTEMBER,09,13
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,PAKISTAN,2015,SEPTEMBER,09,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2015,SEPTEMBER,09,5
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2015,SEPTEMBER,09,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2015,SEPTEMBER,09,2
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2015,SEPTEMBER,09,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2015,SEPTEMBER,09,2
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2015,SEPTEMBER,09,1
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2015,SEPTEMBER,09,8
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2015,SEPTEMBER,09,1
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2015,SEPTEMBER,09,3
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2015,SEPTEMBER,09,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2015,SEPTEMBER,09,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2015,SEPTEMBER,09,5
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2015,SEPTEMBER,09,3
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2015,SEPTEMBER,09,12
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2015,SEPTEMBER,09,7
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2015,SEPTEMBER,09,9
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2015,SEPTEMBER,09,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2015,SEPTEMBER,09,23
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2015,SEPTEMBER,09,10
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2015,SEPTEMBER,09,22
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2015,SEPTEMBER,09,5
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2015,SEPTEMBER,09,10
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2015,SEPTEMBER,09,5
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2015,SEPTEMBER,09,1
THOMAS ALEXANDER,STAFF,PHILIPPINE,2015,SEPTEMBER,09,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2015,OCTOBER  ,10,17
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2015,OCTOBER  ,10,2
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2015,OCTOBER  ,10,8
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2015,OCTOBER  ,10,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2015,OCTOBER  ,10,2364
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2015,OCTOBER  ,10,4719
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2015,OCTOBER  ,10,9
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,PAKISTAN,2015,OCTOBER  ,10,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2015,OCTOBER  ,10,763
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2015,OCTOBER  ,10,34
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2015,OCTOBER  ,10,762
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2015,OCTOBER  ,10,13
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,PAKISTAN,2015,OCTOBER  ,10,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2015,OCTOBER  ,10,5
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2015,OCTOBER  ,10,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2015,OCTOBER  ,10,2
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2015,OCTOBER  ,10,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2015,OCTOBER  ,10,2
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2015,OCTOBER  ,10,1
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2015,OCTOBER  ,10,8
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2015,OCTOBER  ,10,1
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2015,OCTOBER  ,10,3
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2015,OCTOBER  ,10,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2015,OCTOBER  ,10,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2015,OCTOBER  ,10,5
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2015,OCTOBER  ,10,3
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2015,OCTOBER  ,10,12
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2015,OCTOBER  ,10,7
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2015,OCTOBER  ,10,9
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2015,OCTOBER  ,10,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2015,OCTOBER  ,10,23
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2015,OCTOBER  ,10,10
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2015,OCTOBER  ,10,22
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2015,OCTOBER  ,10,8
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2015,OCTOBER  ,10,10
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2015,OCTOBER  ,10,5
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2015,OCTOBER  ,10,1
THOMAS ALEXANDER,STAFF,PHILIPPINE,2015,OCTOBER  ,10,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2015,NOVEMBER ,11,17
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2015,NOVEMBER ,11,2
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2015,NOVEMBER ,11,8
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2015,NOVEMBER ,11,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2015,NOVEMBER ,11,2638
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2015,NOVEMBER ,11,4665
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2015,NOVEMBER ,11,7
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,PAKISTAN,2015,NOVEMBER ,11,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2015,NOVEMBER ,11,716
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2015,NOVEMBER ,11,35
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2015,NOVEMBER ,11,743
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2015,NOVEMBER ,11,11
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,PAKISTAN,2015,NOVEMBER ,11,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2015,NOVEMBER ,11,4
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2015,NOVEMBER ,11,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2015,NOVEMBER ,11,2
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2015,NOVEMBER ,11,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2015,NOVEMBER ,11,2
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2015,NOVEMBER ,11,1
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2015,NOVEMBER ,11,8
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2015,NOVEMBER ,11,1
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2015,NOVEMBER ,11,3
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2015,NOVEMBER ,11,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2015,NOVEMBER ,11,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2015,NOVEMBER ,11,5
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2015,NOVEMBER ,11,3
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2015,NOVEMBER ,11,13
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2015,NOVEMBER ,11,7
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2015,NOVEMBER ,11,9
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2015,NOVEMBER ,11,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2015,NOVEMBER ,11,23
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2015,NOVEMBER ,11,8
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2015,NOVEMBER ,11,22
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2015,NOVEMBER ,11,8
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2015,NOVEMBER ,11,10
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2015,NOVEMBER ,11,5
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2015,NOVEMBER ,11,1
THOMAS ALEXANDER,STAFF,PHILIPPINE,2015,NOVEMBER ,11,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2015,DECEMBER ,12,17
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2015,DECEMBER ,12,2
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2015,DECEMBER ,12,7
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2015,DECEMBER ,12,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2015,DECEMBER ,12,2994
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2015,DECEMBER ,12,4579
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2015,DECEMBER ,12,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,PAKISTAN,2015,DECEMBER ,12,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2015,DECEMBER ,12,700
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2015,DECEMBER ,12,36
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2015,DECEMBER ,12,736
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2015,DECEMBER ,12,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,PAKISTAN,2015,DECEMBER ,12,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2015,DECEMBER ,12,4
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2015,DECEMBER ,12,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2015,DECEMBER ,12,2
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2015,DECEMBER ,12,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2015,DECEMBER ,12,2
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2015,DECEMBER ,12,2
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2015,DECEMBER ,12,8
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2015,DECEMBER ,12,1
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2015,DECEMBER ,12,3
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2015,DECEMBER ,12,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2015,DECEMBER ,12,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2015,DECEMBER ,12,7
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2015,DECEMBER ,12,3
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2015,DECEMBER ,12,13
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2015,DECEMBER ,12,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2015,DECEMBER ,12,9
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2015,DECEMBER ,12,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2015,DECEMBER ,12,23
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2015,DECEMBER ,12,8
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2015,DECEMBER ,12,22
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2015,DECEMBER ,12,8
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2015,DECEMBER ,12,12
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2015,DECEMBER ,12,5
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2015,DECEMBER ,12,1
THOMAS ALEXANDER,STAFF,PHILIPPINE,2015,DECEMBER ,12,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2016,JANUARY  ,01,17
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2016,JANUARY  ,01,2
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2016,JANUARY  ,01,7
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2016,JANUARY  ,01,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2016,JANUARY  ,01,3196
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2016,JANUARY  ,01,4491
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2016,JANUARY  ,01,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,PAKISTAN,2016,JANUARY  ,01,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2016,JANUARY  ,01,649
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2016,JANUARY  ,01,37
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2016,JANUARY  ,01,722
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2016,JANUARY  ,01,10
