COMPANY,NATIONALITY,YEAR,MONTH,MM,STRENGTH
TRUFUD TRADING,BANGLADESH,2022,JULY     ,07,1
TRUFUD TRADING,INDIAN,2022,JULY     ,07,1
ADRAK FACILITIES AND SERVICES LLC,BANGLADESH,2022,AUGUST   ,08,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2022,AUGUST   ,08,22
ADRAK FACILITIES AND SERVICES LLC,OMANI,2022,AUGUST   ,08,1
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,INDIAN,2022,AUGUST   ,08,6
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,OMANI,2022,AUGUST   ,08,2
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,SUDANI,2022,AUGUST   ,08,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2022,AUGUST   ,08,3
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,EGYPTION,2022,AUGUST   ,08,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,INDIAN,2022,AUGUST   ,08,73
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,IRAN,2022,AUGUST   ,08,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,IRAQ,2022,AUGUST   ,08,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,NEPAL,2022,AUGUST   ,08,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,OMANI,2022,AUGUST   ,08,50
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,PAKISTAN,2022,AUGUST   ,08,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,PHILIPPINE,2022,AUGUST   ,08,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SUDANI,2022,AUGUST   ,08,7
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SYRIAN,2022,AUGUST   ,08,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2022,AUGUST   ,08,704
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2022,AUGUST   ,08,"2,391"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2022,AUGUST   ,08,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2022,AUGUST   ,08,399
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,PAKISTAN,2022,AUGUST   ,08,4
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2022,AUGUST   ,08,1
AL KHAITH INDUSTRIES AND SERVICES SPC,BANGLADESH,2022,AUGUST   ,08,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2022,AUGUST   ,08,39
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2022,AUGUST   ,08,7
AL RASD CONSTRUCTION SPC,BANGLADESH,2022,AUGUST   ,08,12
AL RASD CONSTRUCTION SPC,INDIAN,2022,AUGUST   ,08,32
AL RASD CONSTRUCTION SPC,OMANI,2022,AUGUST   ,08,6
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2022,AUGUST   ,08,4
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,OMANI,2022,AUGUST   ,08,1
BEYOND TECH LLC,INDIAN,2022,AUGUST   ,08,1
BOLD POINT CONSTRUCTION,BANGLADESH,2022,AUGUST   ,08,4
BOLD POINT CONSTRUCTION,INDIAN,2022,AUGUST   ,08,23
BOLD POINT CONSTRUCTION,NEPAL,2022,AUGUST   ,08,1
BOLD POINT CONSTRUCTION,OMANI,2022,AUGUST   ,08,4
CROWN UNITED INTERNATIONAL SPC,INDIAN,2022,AUGUST   ,08,2
HIGH-END BUSINESS SERVICES,INDIAN,2022,AUGUST   ,08,3
HIGH-END BUSINESS SERVICES,OMANI,2022,AUGUST   ,08,1
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2022,AUGUST   ,08,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2022,AUGUST   ,08,21
INFORMATION TECHNOLOGY SOLUTIONS SPC,OMANI,2022,AUGUST   ,08,10
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2022,AUGUST   ,08,44
INSIGHT ENGINEERING CONSULTANTS,IRAN,2022,AUGUST   ,08,2
INSIGHT ENGINEERING CONSULTANTS,OMANI,2022,AUGUST   ,08,12
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,BANGLADESH,2022,AUGUST   ,08,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,INDIAN,2022,AUGUST   ,08,53
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,OMANI,2022,AUGUST   ,08,9
NEW ROTANA ENTERPRISES LLC,INDIAN,2022,AUGUST   ,08,16
NEW ROTANA ENTERPRISES LLC,OMANI,2022,AUGUST   ,08,6
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2022,AUGUST   ,08,9
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2022,AUGUST   ,08,28
SILVER OASIS BUSINESS AND SERVICES,OMANI,2022,AUGUST   ,08,1
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2022,AUGUST   ,08,3
THOMAS ALEXANDER,BANGLADESH,2022,AUGUST   ,08,6
THOMAS ALEXANDER,INDIAN,2022,AUGUST   ,08,6
THOMAS ALEXANDER,OMANI,2022,AUGUST   ,08,1
THOMAS ALEXANDER,PHILIPPINE,2022,AUGUST   ,08,2
TRUFUD TRADING,BANGLADESH,2022,AUGUST   ,08,1
TRUFUD TRADING,EGYPTION,2022,AUGUST   ,08,1
TRUFUD TRADING,INDIAN,2022,AUGUST   ,08,1
TRUFUD TRADING,PHILIPPINE,2022,AUGUST   ,08,1
ADRAK FACILITIES AND SERVICES LLC,BANGLADESH,2022,SEPTEMBER,09,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2022,SEPTEMBER,09,22
ADRAK FACILITIES AND SERVICES LLC,OMANI,2022,SEPTEMBER,09,1
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,INDIAN,2022,SEPTEMBER,09,8
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,OMANI,2022,SEPTEMBER,09,2
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,SUDANI,2022,SEPTEMBER,09,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2022,SEPTEMBER,09,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,EGYPTION,2022,SEPTEMBER,09,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,INDIAN,2022,SEPTEMBER,09,78
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,IRAN,2022,SEPTEMBER,09,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,IRAQ,2022,SEPTEMBER,09,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,NEPAL,2022,SEPTEMBER,09,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,OMANI,2022,SEPTEMBER,09,48
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,PAKISTAN,2022,SEPTEMBER,09,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,PHILIPPINE,2022,SEPTEMBER,09,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SUDANI,2022,SEPTEMBER,09,7
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SYRIAN,2022,SEPTEMBER,09,4
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2022,SEPTEMBER,09,698
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2022,SEPTEMBER,09,"2,403"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2022,SEPTEMBER,09,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2022,SEPTEMBER,09,415
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,PAKISTAN,2022,SEPTEMBER,09,4
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2022,SEPTEMBER,09,1
AL KHAITH INDUSTRIES AND SERVICES SPC,BANGLADESH,2022,SEPTEMBER,09,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2022,SEPTEMBER,09,40
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2022,SEPTEMBER,09,7
AL RASD CONSTRUCTION SPC,BANGLADESH,2022,SEPTEMBER,09,12
AL RASD CONSTRUCTION SPC,INDIAN,2022,SEPTEMBER,09,32
AL RASD CONSTRUCTION SPC,OMANI,2022,SEPTEMBER,09,7
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2022,SEPTEMBER,09,4
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,OMANI,2022,SEPTEMBER,09,3
BEYOND TECH LLC,INDIAN,2022,SEPTEMBER,09,1
BOLD POINT CONSTRUCTION,BANGLADESH,2022,SEPTEMBER,09,4
BOLD POINT CONSTRUCTION,INDIAN,2022,SEPTEMBER,09,23
BOLD POINT CONSTRUCTION,NEPAL,2022,SEPTEMBER,09,1
BOLD POINT CONSTRUCTION,OMANI,2022,SEPTEMBER,09,5
CROWN UNITED INTERNATIONAL SPC,INDIAN,2022,SEPTEMBER,09,1
HIGH-END BUSINESS SERVICES,INDIAN,2022,SEPTEMBER,09,3
HIGH-END BUSINESS SERVICES,OMANI,2022,SEPTEMBER,09,1
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2022,SEPTEMBER,09,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2022,SEPTEMBER,09,21
INFORMATION TECHNOLOGY SOLUTIONS SPC,OMANI,2022,SEPTEMBER,09,10
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2022,SEPTEMBER,09,44
INSIGHT ENGINEERING CONSULTANTS,IRAN,2022,SEPTEMBER,09,1
INSIGHT ENGINEERING CONSULTANTS,OMANI,2022,SEPTEMBER,09,14
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,BANGLADESH,2022,SEPTEMBER,09,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,INDIAN,2022,SEPTEMBER,09,53
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,OMANI,2022,SEPTEMBER,09,10
NEW ROTANA ENTERPRISES LLC,INDIAN,2022,SEPTEMBER,09,15
NEW ROTANA ENTERPRISES LLC,LEBANESE,2022,SEPTEMBER,09,1
NEW ROTANA ENTERPRISES LLC,OMANI,2022,SEPTEMBER,09,6
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2022,SEPTEMBER,09,9
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2022,SEPTEMBER,09,28
SILVER OASIS BUSINESS AND SERVICES,OMANI,2022,SEPTEMBER,09,1
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2022,SEPTEMBER,09,3
THOMAS ALEXANDER,BANGLADESH,2022,SEPTEMBER,09,6
THOMAS ALEXANDER,INDIAN,2022,SEPTEMBER,09,6
THOMAS ALEXANDER,OMANI,2022,SEPTEMBER,09,1
THOMAS ALEXANDER,PHILIPPINE,2022,SEPTEMBER,09,2
TRUFUD TRADING,BANGLADESH,2022,SEPTEMBER,09,1
TRUFUD TRADING,EGYPTION,2022,SEPTEMBER,09,1
TRUFUD TRADING,INDIAN,2022,SEPTEMBER,09,3
TRUFUD TRADING,PHILIPPINE,2022,SEPTEMBER,09,1
ADRAK FACILITIES AND SERVICES LLC,BANGLADESH,2022,OCTOBER  ,10,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2022,OCTOBER  ,10,21
ADRAK FACILITIES AND SERVICES LLC,OMANI,2022,OCTOBER  ,10,2
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,INDIAN,2022,OCTOBER  ,10,10
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,OMANI,2022,OCTOBER  ,10,3
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,SUDANI,2022,OCTOBER  ,10,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2022,OCTOBER  ,10,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,EGYPTION,2022,OCTOBER  ,10,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,INDIAN,2022,OCTOBER  ,10,82
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,IRAN,2022,OCTOBER  ,10,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,IRAQ,2022,OCTOBER  ,10,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,NEPAL,2022,OCTOBER  ,10,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,OMANI,2022,OCTOBER  ,10,44
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,PAKISTAN,2022,OCTOBER  ,10,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,PHILIPPINE,2022,OCTOBER  ,10,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SUDANI,2022,OCTOBER  ,10,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SYRIAN,2022,OCTOBER  ,10,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2022,OCTOBER  ,10,688
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2022,OCTOBER  ,10,"2,384"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2022,OCTOBER  ,10,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2022,OCTOBER  ,10,408
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,PAKISTAN,2022,OCTOBER  ,10,4
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2022,OCTOBER  ,10,1
AL KHAITH INDUSTRIES AND SERVICES SPC,BANGLADESH,2022,OCTOBER  ,10,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2022,OCTOBER  ,10,40
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2022,OCTOBER  ,10,8
AL RASD CONSTRUCTION SPC,BANGLADESH,2022,OCTOBER  ,10,12
AL RASD CONSTRUCTION SPC,INDIAN,2022,OCTOBER  ,10,32
AL RASD CONSTRUCTION SPC,OMANI,2022,OCTOBER  ,10,7
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2022,OCTOBER  ,10,6
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,OMANI,2022,OCTOBER  ,10,3
BEYOND TECH LLC,INDIAN,2022,OCTOBER  ,10,1
BOLD POINT CONSTRUCTION,BANGLADESH,2022,OCTOBER  ,10,4
BOLD POINT CONSTRUCTION,INDIAN,2022,OCTOBER  ,10,26
BOLD POINT CONSTRUCTION,NEPAL,2022,OCTOBER  ,10,1
BOLD POINT CONSTRUCTION,OMANI,2022,OCTOBER  ,10,5
CROWN UNITED INTERNATIONAL SPC,INDIAN,2022,OCTOBER  ,10,1
HIGH-END BUSINESS SERVICES,INDIAN,2022,OCTOBER  ,10,3
HIGH-END BUSINESS SERVICES,OMANI,2022,OCTOBER  ,10,1
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2022,OCTOBER  ,10,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2022,OCTOBER  ,10,22
INFORMATION TECHNOLOGY SOLUTIONS SPC,OMANI,2022,OCTOBER  ,10,10
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2022,OCTOBER  ,10,43
INSIGHT ENGINEERING CONSULTANTS,IRAN,2022,OCTOBER  ,10,1
INSIGHT ENGINEERING CONSULTANTS,OMANI,2022,OCTOBER  ,10,14
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,BANGLADESH,2022,OCTOBER  ,10,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,INDIAN,2022,OCTOBER  ,10,53
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,OMANI,2022,OCTOBER  ,10,9
NEW ROTANA ENTERPRISES LLC,INDIAN,2022,OCTOBER  ,10,14
NEW ROTANA ENTERPRISES LLC,LEBANESE,2022,OCTOBER  ,10,1
NEW ROTANA ENTERPRISES LLC,OMANI,2022,OCTOBER  ,10,6
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2022,OCTOBER  ,10,9
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2022,OCTOBER  ,10,28
SILVER OASIS BUSINESS AND SERVICES,OMANI,2022,OCTOBER  ,10,1
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2022,OCTOBER  ,10,5
THOMAS ALEXANDER,BANGLADESH,2022,OCTOBER  ,10,6
THOMAS ALEXANDER,INDIAN,2022,OCTOBER  ,10,5
THOMAS ALEXANDER,OMANI,2022,OCTOBER  ,10,1
THOMAS ALEXANDER,PHILIPPINE,2022,OCTOBER  ,10,1
TRUFUD TRADING,BANGLADESH,2022,OCTOBER  ,10,2
TRUFUD TRADING,EGYPTION,2022,OCTOBER  ,10,1
TRUFUD TRADING,INDIAN,2022,OCTOBER  ,10,3
TRUFUD TRADING,OMANI,2022,OCTOBER  ,10,1
TRUFUD TRADING,PHILIPPINE,2022,OCTOBER  ,10,1
ADRAK FACILITIES AND SERVICES LLC,BANGLADESH,2022,NOVEMBER ,11,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2022,NOVEMBER ,11,21
ADRAK FACILITIES AND SERVICES LLC,OMANI,2022,NOVEMBER ,11,6
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,INDIAN,2022,NOVEMBER ,11,12
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,OMANI,2022,NOVEMBER ,11,3
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,SUDANI,2022,NOVEMBER ,11,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2022,NOVEMBER ,11,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,EGYPTION,2022,NOVEMBER ,11,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,INDIAN,2022,NOVEMBER ,11,83
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,IRAN,2022,NOVEMBER ,11,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,NEPAL,2022,NOVEMBER ,11,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,OMANI,2022,NOVEMBER ,11,45
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,PAKISTAN,2022,NOVEMBER ,11,3
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,PHILIPPINE,2022,NOVEMBER ,11,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SUDANI,2022,NOVEMBER ,11,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SYRIAN,2022,NOVEMBER ,11,4
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2022,NOVEMBER ,11,681
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2022,NOVEMBER ,11,"2,393"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2022,NOVEMBER ,11,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2022,NOVEMBER ,11,409
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,PAKISTAN,2022,NOVEMBER ,11,4
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2022,NOVEMBER ,11,1
AL KHAITH INDUSTRIES AND SERVICES SPC,BANGLADESH,2022,NOVEMBER ,11,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2022,NOVEMBER ,11,40
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2022,NOVEMBER ,11,8
AL RASD CONSTRUCTION SPC,BANGLADESH,2022,NOVEMBER ,11,12
AL RASD CONSTRUCTION SPC,INDIAN,2022,NOVEMBER ,11,33
AL RASD CONSTRUCTION SPC,OMANI,2022,NOVEMBER ,11,7
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2022,NOVEMBER ,11,6
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,OMANI,2022,NOVEMBER ,11,3
BEYOND TECH LLC,INDIAN,2022,NOVEMBER ,11,1
BOLD POINT CONSTRUCTION,BANGLADESH,2022,NOVEMBER ,11,4
BOLD POINT CONSTRUCTION,INDIAN,2022,NOVEMBER ,11,29
BOLD POINT CONSTRUCTION,NEPAL,2022,NOVEMBER ,11,1
BOLD POINT CONSTRUCTION,OMANI,2022,NOVEMBER ,11,5
HIGH-END BUSINESS SERVICES,INDIAN,2022,NOVEMBER ,11,3
HIGH-END BUSINESS SERVICES,OMANI,2022,NOVEMBER ,11,1
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2022,NOVEMBER ,11,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2022,NOVEMBER ,11,22
INFORMATION TECHNOLOGY SOLUTIONS SPC,OMANI,2022,NOVEMBER ,11,10
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2022,NOVEMBER ,11,42
INSIGHT ENGINEERING CONSULTANTS,IRAN,2022,NOVEMBER ,11,1
INSIGHT ENGINEERING CONSULTANTS,OMANI,2022,NOVEMBER ,11,14
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,BANGLADESH,2022,NOVEMBER ,11,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,INDIAN,2022,NOVEMBER ,11,53
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,OMANI,2022,NOVEMBER ,11,10
NEW ROTANA ENTERPRISES LLC,INDIAN,2022,NOVEMBER ,11,11
NEW ROTANA ENTERPRISES LLC,JORDANI,2022,NOVEMBER ,11,1
NEW ROTANA ENTERPRISES LLC,LEBANESE,2022,NOVEMBER ,11,2
NEW ROTANA ENTERPRISES LLC,OMANI,2022,NOVEMBER ,11,8
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2022,NOVEMBER ,11,9
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2022,NOVEMBER ,11,29
SILVER OASIS BUSINESS AND SERVICES,OMANI,2022,NOVEMBER ,11,1
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2022,NOVEMBER ,11,5
THOMAS ALEXANDER,BANGLADESH,2022,NOVEMBER ,11,6
THOMAS ALEXANDER,INDIAN,2022,NOVEMBER ,11,5
THOMAS ALEXANDER,OMANI,2022,NOVEMBER ,11,1
THOMAS ALEXANDER,PHILIPPINE,2022,NOVEMBER ,11,1
TRUFUD TRADING,BANGLADESH,2022,NOVEMBER ,11,2
TRUFUD TRADING,EGYPTION,2022,NOVEMBER ,11,1
TRUFUD TRADING,INDIAN,2022,NOVEMBER ,11,3
TRUFUD TRADING,OMANI,2022,NOVEMBER ,11,1
TRUFUD TRADING,PHILIPPINE,2022,NOVEMBER ,11,1
ADRAK FACILITIES AND SERVICES LLC,BANGLADESH,2022,DECEMBER ,12,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2022,DECEMBER ,12,21
ADRAK FACILITIES AND SERVICES LLC,OMANI,2022,DECEMBER ,12,7
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,INDIAN,2022,DECEMBER ,12,13
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,OMANI,2022,DECEMBER ,12,3
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,SUDANI,2022,DECEMBER ,12,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2022,DECEMBER ,12,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,EGYPTION,2022,DECEMBER ,12,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,INDIAN,2022,DECEMBER ,12,83
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,IRAN,2022,DECEMBER ,12,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,NEPAL,2022,DECEMBER ,12,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,OMANI,2022,DECEMBER ,12,42
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,PAKISTAN,2022,DECEMBER ,12,3
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,PHILIPPINE,2022,DECEMBER ,12,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SUDANI,2022,DECEMBER ,12,7
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SYRIAN,2022,DECEMBER ,12,4
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2022,DECEMBER ,12,678
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2022,DECEMBER ,12,"2,464"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2022,DECEMBER ,12,10
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2022,DECEMBER ,12,404
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,PAKISTAN,2022,DECEMBER ,12,4
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2022,DECEMBER ,12,1
AL KHAITH INDUSTRIES AND SERVICES SPC,BANGLADESH,2022,DECEMBER ,12,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2022,DECEMBER ,12,40
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2022,DECEMBER ,12,8
AL RASD CONSTRUCTION SPC,BANGLADESH,2022,DECEMBER ,12,12
AL RASD CONSTRUCTION SPC,INDIAN,2022,DECEMBER ,12,33
AL RASD CONSTRUCTION SPC,OMANI,2022,DECEMBER ,12,7
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2022,DECEMBER ,12,6
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,OMANI,2022,DECEMBER ,12,3
BEYOND TECH LLC,INDIAN,2022,DECEMBER ,12,1
BOLD POINT CONSTRUCTION,BANGLADESH,2022,DECEMBER ,12,5
BOLD POINT CONSTRUCTION,INDIAN,2022,DECEMBER ,12,37
BOLD POINT CONSTRUCTION,NEPAL,2022,DECEMBER ,12,1
BOLD POINT CONSTRUCTION,OMANI,2022,DECEMBER ,12,5
HIGH-END BUSINESS SERVICES,INDIAN,2022,DECEMBER ,12,3
HIGH-END BUSINESS SERVICES,OMANI,2022,DECEMBER ,12,1
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2022,DECEMBER ,12,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2022,DECEMBER ,12,22
